file,expected_status,status,reasons,total_samples,mean_dt_ms,std_dt_ms,min_dt_ms,max_dt_ms,effective_fs,fs_error_ratio,jitter_ratio,num_non_increasing_ts,num_bad_dt,num_large_gaps,estimated_missing_samples,num_nan_rows
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_012.csv,PASS,PASS,ok,6000,5.000813293234816,0.04968605307825164,4.805742026690837,5.175528150120954,199.96747356131388,0.0001626321934305963,0.009935594505291323,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_013.csv,PASS,PASS,ok,6000,5.0004148020421955,0.049360459266757056,4.802822030651441,5.179906731082156,199.98340929468387,8.29535265806669e-05,0.009871272928517447,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_014.csv,PASS,PASS,ok,6000,4.9993273075376745,0.04945391880145499,4.8189733251711,5.196771008490032,200.02691131910132,0.00013455659550658085,0.009892114630480675,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_015.csv,PASS,PASS,ok,6000,4.9997785016053164,0.05027043285755374,4.801096911571221,5.172373723122291,200.00886032829703,4.430164148516269e-05,0.0100545319840495,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_016.csv,PASS,PASS,ok,6000,5.001026174161733,0.04963455927939933,4.798764610677608,5.210740240014275,199.95896145606937,0.00020519271965312668,0.009924874925838403,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_017.csv,PASS,PASS,ok,6000,5.000902569360286,0.04985489561477579,4.78808749820746,5.165825693564329,199.96390374146395,0.00018048129268024126,0.009969179547753759,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_018.csv,PASS,PASS,ok,6000,5.001086255822291,0.049747076832963096,4.794056411439669,5.182590627230638,199.95655920467172,0.00021720397664140023,0.009947254314009737,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\healthy\healthy_019.csv,PASS,PASS,ok,6000,4.999450866078812,0.04995725048942548,4.818036252907405,5.195232148404102,200.02196776949702,0.00010983884748512196,0.009992547547248553,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_000.csv,PASS,PASS,ok,6000,5.00009979054444,0.050246072758991574,4.818598515424128,5.176876888875995,199.99600845788603,1.995771056982676e-05,0.010049013992482835,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_001.csv,PASS,PASS,ok,6000,4.999750336447756,0.050159506025383355,4.818123559358355,5.204113633284578,200.0099870407698,4.9935203849003076e-05,0.010032402150108338,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_002.csv,PASS,PASS,ok,6000,5.001148957855954,0.05011051274630116,4.784893611831649,5.179609897154478,199.95405224416882,0.0002297387791558947,0.01001980008365599,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_003.csv,PASS,PASS,ok,6000,4.998892381767461,0.05034105730253564,4.801916722670285,5.177343256218762,200.04431454602138,0.0002215727301069137,0.010070442301607726,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_004.csv,PASS,PASS,ok,6000,5.000275628946925,0.05020370497268853,4.831174427043152,5.187978729576571,199.98897544986002,5.512275069989414e-05,0.010040187521275022,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_005.csv,PASS,PASS,ok,6000,4.998415358545801,0.05021394914694205,4.826089315065474,5.1709165995707735,200.06340575324498,0.0003170287662248938,0.010045973682657477,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_006.csv,PASS,PASS,ok,6000,4.999306983815537,0.05019911100845448,4.822959613229614,5.170734767005342,200.02772449008256,0.00013862245041281084,0.010041213946446203,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_007.csv,PASS,PASS,ok,6000,5.001193156172387,0.04965887748128043,4.7856837106483,5.170792385804816,199.9522851393606,0.00023857430319694118,0.00992940602983756,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_008.csv,PASS,PASS,ok,6000,5.0002126298858744,0.050139905254087146,4.818180262893293,5.186557893786812,199.99149516624138,4.252416879310772e-05,0.01002755461925857,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_009.csv,PASS,PASS,ok,6000,4.999797939526733,0.05010783464929943,4.8102013346069725,5.1633928775099776,200.00808274557136,4.041372785678732e-05,0.010021971938738489,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_010.csv,PASS,PASS,ok,6000,5.000353116047998,0.049542090453870535,4.827941081699464,5.175598523837834,199.98587635553716,7.061822231420934e-05,0.009907718375902591,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_011.csv,PASS,PASS,ok,6000,5.0020460617400095,0.04974209690810895,4.832995743030551,5.205399496753671,199.91819100764945,0.000409044961752727,0.009944350030796335,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_012.csv,PASS,PASS,ok,6000,4.999844073674477,0.04926073191866409,4.7930995391834585,5.159374598868453,200.00623724753115,3.1186237655731475e-05,0.00985245363511136,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_013.csv,PASS,PASS,ok,6000,4.999895263077221,0.05023378979680238,4.811164635108071,5.210414214439879,200.00418956467158,2.0947823357886364e-05,0.010046968417071528,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_014.csv,PASS,PASS,ok,6000,5.00035357878861,0.04949025655632769,4.8159944014551,5.199931913473847,199.98585784852855,7.071075735723298e-05,0.009897351412560956,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_015.csv,PASS,PASS,ok,6000,5.000059415988199,0.05061647137415103,4.787415501959913,5.202459681590199,199.99762338871378,1.1883056431116756e-05,0.01012317397915307,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_016.csv,PASS,PASS,ok,6000,4.999558979885784,0.05010330639034422,4.7804768921669165,5.187597360962172,200.01764236069585,8.821180347922563e-05,0.010021545218672238,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_017.csv,PASS,PASS,ok,6000,5.000317868937427,0.050422281137678736,4.838905923104903,5.191506036400824,199.98728605077685,6.35697461157747e-05,0.010083815161213646,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_018.csv,PASS,PASS,ok,6000,5.000035627368797,0.04994120316955005,4.785737069596507,5.217596207610768,199.99857491540251,7.125422987428465e-06,0.009988169463470593,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\imbalance\imbalance_019.csv,PASS,PASS,ok,6000,4.999498087702092,0.049975783329549564,4.812875327913389,5.171344397116627,200.0200785074463,0.00010039253723149955,0.009996160105047629,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_000.csv,PASS,PASS,ok,6000,4.99953713929537,0.050461746101072326,4.80673628052682,5.19632604968217,200.01851614226413,9.258071132066448e-05,0.010093283577084168,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_001.csv,PASS,PASS,ok,6000,5.000654566447575,0.04987557331696494,4.78270635894296,5.177054293155379,199.9738207693062,0.00013089615346899562,0.009973808959253138,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_002.csv,PASS,PASS,ok,6000,4.9997821582581246,0.049729240046637695,4.796418829646427,5.18728870115865,200.00871404933176,4.357024665878839e-05,0.009946281352378536,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_003.csv,PASS,PASS,ok,6000,5.000620467231107,0.05043930278959076,4.816892194461616,5.174688753162627,199.97518439021027,0.00012407804894863262,0.010086608875862059,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_004.csv,PASS,PASS,ok,6000,4.9991527860499465,0.049803389992975095,4.780828686529276,5.212046713822929,200.0338943011471,0.00016947150573543013,0.009962366049693586,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_005.csv,PASS,PASS,ok,6000,5.000483469677707,0.04954893015343783,4.792271794543922,5.191767177208021,199.98066308265433,9.66845867283439e-05,0.009908827907120624,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_006.csv,PASS,PASS,ok,6000,4.999602951898464,0.049890677808451675,4.787506729939196,5.17531445685745,200.01588318533913,7.941592669567398e-05,0.009978927984572662,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_007.csv,PASS,PASS,ok,6000,5.002005194850768,0.04973468923826898,4.809440683075081,5.190689489081706,199.91982435952556,0.00040087820237218354,0.009942950337090322,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_008.csv,PASS,PASS,ok,6000,4.999923365536398,0.05013680499194105,4.799400258307287,5.181389836176095,200.00306542552752,1.5327127637618788e-05,0.0100275146890301,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_009.csv,PASS,PASS,ok,6000,4.999979498060822,0.0498933034551011,4.809678779958631,5.187237084996923,200.00082008092977,4.100404648852418e-06,0.009978701607566908,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_010.csv,PASS,PASS,ok,6000,5.000297468167689,0.05027043710248707,4.8129718441778095,5.200926811943646,199.98810198114882,5.949009425592067e-05,0.01005348930188911,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_011.csv,PASS,PASS,ok,6000,5.000684922345509,0.049298866081580996,4.819126979604334,5.19977033922919,199.97260685861457,0.00013696570692715683,0.009858422765507484,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_012.csv,PASS,PASS,ok,6000,4.998657510242227,0.049820218869264674,4.794261883878789,5.1823920511087636,200.05371401241322,0.000268570062066118,0.009966719817707708,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_013.csv,PASS,PASS,ok,6000,5.000099765822375,0.04985525778206071,4.81189195562547,5.185153000478749,199.99600944672918,1.9952766354123242e-05,0.009970852606350132,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_014.csv,PASS,PASS,ok,6000,5.000325918075548,0.05016020195610679,4.826598920915785,5.217262703095912,199.9869641267034,6.517936648293698e-05,0.010031386509184129,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_015.csv,PASS,PASS,ok,6000,5.001132068840803,0.049216767521408494,4.822841131699533,5.164825509830479,199.95472749668593,0.00022636251657033314,0.009841125338010978,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_016.csv,PASS,PASS,ok,6000,5.00031565344835,0.05043431250686587,4.831175573803193,5.200586827562802,199.98737465911248,6.312670443762159e-05,0.010086225750985348,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_017.csv,PASS,PASS,ok,6000,5.000238131663287,0.04953915809490733,4.82510740257203,5.183965417683794,199.99047518710043,4.762406449785317e-05,0.00990735976776941,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_018.csv,PASS,PASS,ok,6000,5.000680009744804,0.04988470558455532,4.833659377243748,5.192588209658425,199.97280330901083,0.00013598345494585828,0.009975584417988195,0,0,0,0,0
d:\IoT\IoT project\mock_raw_sensor_stream\obstruction\obstruction_019.csv,PASS,PASS,ok,6000,5.000198792503437,0.05070574504097519,4.812829020895151,5.201390576632548,199.99204861599762,3.975692001191078e-05,0.010140745827345091,0,0,0,0,0
d:\IoT\IoT project\corrupted_data\err_healthy_duplicate_timestamp.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;high_sampling_jitter,6050,4.95902950037088,3.2186836054469943,-245.3045575132237,5.1695035009033745,201.65235958471536,0.008261797923576779,0.6490551437950254,1,1,0,0,0
d:\IoT\IoT project\corrupted_data\err_healthy_high_jitter.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.000634932265503,11.473669549233968,-32.31609761136497,52.65051239062814,199.97460593408223,0.00012697032958882914,2.294442546725942,2001,4938,1169,3765,0
d:\IoT\IoT project\corrupted_data\err_healthy_missing_chunk.csv,FAIL,FAIL,inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,5800,5.172817631961278,13.131591923036545,4.775952506799513,1004.9794549837861,193.31823991267387,0.03340880043663063,2.5385762378129093,0,1,1,200,0
d:\IoT\IoT project\corrupted_data\err_healthy_reverse_timestamp.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.000361634896391,2.8243067999133067,-5.13729559030071,154.76765676886862,199.98553565030707,7.232174846464545e-05,0.5648205082214672,30,32,2,60,0
d:\IoT\IoT project\corrupted_data\err_healthy_timestamp_jump.csv,FAIL,FAIL,inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.03370052471136,2.5830886953690624,4.775952506799513,205.03270116316116,198.6610039852026,0.0066949800739870115,0.5131589936048451,0,1,1,40,0
d:\IoT\IoT project\corrupted_data\err_imbalance_duplicate_timestamp.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;high_sampling_jitter,6050,4.958769820379583,3.2061770934652247,-244.33082501804165,5.176876888879633,201.6629196802388,0.008314598401193933,0.646567033680099,1,1,0,0,0
d:\IoT\IoT project\corrupted_data\err_imbalance_high_jitter.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.0040173318332615,11.4114317524348,-39.983752942149295,41.47721180287044,199.83943573465643,0.000802821326717833,2.280454082331112,1966,4945,1147,3700,0
d:\IoT\IoT project\corrupted_data\err_imbalance_missing_chunk.csv,FAIL,FAIL,inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,5800,5.17254675693673,13.125014684408628,4.818598515424128,1004.4780027254965,193.3283635684749,0.033358182157625434,2.537437610748923,0,1,1,200,0
d:\IoT\IoT project\corrupted_data\err_imbalance_reverse_timestamp.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.00009979054444,2.8283221879885416,-5.056230397069157,154.94888571799493,199.99600845788603,1.995771056982676e-05,0.5656531482305831,30,32,2,60,0
d:\IoT\IoT project\corrupted_data\err_imbalance_timestamp_jump.csv,FAIL,FAIL,inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.033438680359409,2.5829961715199725,4.818598515424128,205.02359082656767,198.67133852291127,0.0066433073854436486,0.5131673067954283,0,1,1,40,0
d:\IoT\IoT project\corrupted_data\err_obstruction_duplicate_timestamp.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;high_sampling_jitter,6050,4.958211819909559,3.2119991673320025,-244.78398875763742,5.19632604968217,201.6856149599193,0.00842807479959646,0.6478140273141036,1,1,0,0,0
d:\IoT\IoT project\corrupted_data\err_obstruction_high_jitter.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.000923844575911,11.178961535694901,-37.40039532229616,52.68787620103103,199.96305304361263,0.00018473478193683945,2.2353792785346647,1949,4915,1104,3550,0
d:\IoT\IoT project\corrupted_data\err_obstruction_missing_chunk.csv,FAIL,FAIL,inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,5800,5.171964700574741,13.117092631687456,4.80673628052682,1003.8742129283396,193.35012087164355,0.033249395641782226,2.5361914458213146,0,1,1,200,0
d:\IoT\IoT project\corrupted_data\err_obstruction_reverse_timestamp.csv,FAIL,FAIL,non_increasing_timestamp;inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,4.99953713929537,2.8221182855824596,-5.077326804523182,154.6361176283317,200.01851614226413,9.258071132066448e-05,0.564475911860154,30,32,2,60,0
d:\IoT\IoT project\corrupted_data\err_obstruction_timestamp_jump.csv,FAIL,FAIL,inconsistent_sampling_interval;large_timestamp_gap;high_sampling_jitter,6000,5.032876029110339,2.5827073108917853,4.80673628052682,205.00032741958785,198.6935490196785,0.006532254901607502,0.513167281680159,0,1,1,40,0
