source_file,dominant_frequency,max_magnitude,mean_magnitude,std_magnitude,total_energy,spectral_centroid,spectral_bandwidth,low_band_energy,mid_band_energy,high_band_energy,label
fft_windows\healthy\healthy_000_segment_000_window_013_fft.csv,52.34375,0.012054861579827,0.00304400567284324,0.0017358995706389007,0.0015840320033783531,50.605701091347704,28.85954317899487,0.00026093072964245614,0.0007520774557318588,0.0005710238180040384,healthy
fft_windows\healthy\healthy_000_segment_000_window_014_fft.csv,52.34375,0.0094235013321368,0.0027789817073084135,0.0016430679330249902,0.0013444910915095835,49.93170120721458,27.33659813295062,0.00015743864485837008,0.00078748280162439,0.00039956964502682374,healthy
fft_windows\healthy\healthy_000_segment_000_window_015_fft.csv,52.34375,0.0095582952468606,0.0027373246444923867,0.0014812992900970587,0.0012496479997081773,51.213538809106105,28.19735807022941,0.0001522273047862538,0.0006436871697087115,0.0004537335252132122,healthy
fft_windows\healthy\healthy_000_segment_000_window_016_fft.csv,51.5625,0.0136034487321003,0.00284444705545988,0.0020048888773285347,0.0015622491415657573,49.61066513165309,27.19576017228086,0.00019518182904874792,0.000841342797737009,0.0005257245147800006,healthy
fft_windows\healthy\healthy_000_segment_000_window_017_fft.csv,52.34375,0.012928377763575,0.002715905175432745,0.0017501841243536514,0.0013466678154495687,49.8516416050451,27.22832950590768,0.000210536205722478,0.0007520440548945905,0.0003840875548325001,healthy
fft_windows\healthy\healthy_000_segment_000_window_018_fft.csv,52.34375,0.0120518584724104,0.0025826003254240727,0.0016880196469664446,0.0012279812852558569,51.12618562134431,28.17509551417174,0.00013952693502804602,0.000638319012308398,0.000450135337919413,healthy
fft_windows\healthy\healthy_000_segment_000_window_019_fft.csv,52.34375,0.0138759547770656,0.002818592431392957,0.0019500411473233102,0.0015153789664021976,49.192220358192046,27.331249617225403,0.00019677100549771658,0.0009503456959059166,0.00036826226499856433,healthy
fft_windows\healthy\healthy_000_segment_000_window_020_fft.csv,52.34375,0.0141517431218368,0.0031008619992272395,0.0018998966377193754,0.001706018856022693,47.53169925048555,27.53379918778769,0.0003810066301261558,0.0008701089138460248,0.00045490331205051275,healthy
fft_windows\healthy\healthy_000_segment_000_window_021_fft.csv,52.34375,0.0120823584867243,0.003122981898994286,0.0019366131896547002,0.0017419497698249757,50.42215749658911,27.24381316316295,0.0002102110563085921,0.0010518995725618083,0.0004798391409545753,healthy
fft_windows\healthy\healthy_000_segment_000_window_022_fft.csv,52.34375,0.0142978487485491,0.0030214206409836354,0.0019128405631255846,0.0016496444805513735,48.20280602606799,29.115851030274335,0.0003785225497814206,0.0008088817687957431,0.0004622401619742098,healthy
fft_windows\healthy\healthy_000_segment_000_window_023_fft.csv,51.5625,0.0127994010757709,0.002921674031065152,0.0016806846917391996,0.0014655535428132608,49.274654657745984,27.18297336678559,0.0002361703809416739,0.0008220281469070644,0.00040735501496452265,healthy
fft_windows\healthy\healthy_000_segment_000_window_024_fft.csv,52.34375,0.0154056684733603,0.0028703822812939333,0.0019886634594389143,0.001573010106641909,53.362591214928784,28.756703622274774,0.00019820095926697986,0.0007058180484117634,0.000668991098963166,healthy
fft_windows\healthy\healthy_000_segment_000_window_025_fft.csv,51.5625,0.0124663648317422,0.0029470999000644933,0.0018359814455731539,0.0015552531139389255,50.62842372003658,27.702681188913658,0.0002512736192573188,0.0006671690380867361,0.0006368104565948704,healthy
fft_windows\healthy\healthy_000_segment_000_window_026_fft.csv,52.34375,0.0123289679501252,0.0032131887178434163,0.0018180673904112108,0.0017582636496593172,50.25064110719685,28.841893033463265,0.0003149701472267886,0.0008407610252953184,0.0006025324771372101,healthy
fft_windows\healthy\healthy_000_segment_000_window_027_fft.csv,52.34375,0.0135694938787026,0.002982222329699282,0.0018628667139309815,0.0015949459918741442,50.12225355425064,27.974981094433602,0.00020845465838183734,0.0009384825134746347,0.00044800882001767194,healthy
fft_windows\healthy\healthy_000_segment_000_window_028_fft.csv,52.34375,0.0133230721243063,0.0027342173213561033,0.0017718728325717033,0.0013693966226820146,49.817846037475434,27.988240168556544,0.00029698792060455176,0.0006676395292084828,0.00040476917286898,healthy
fft_windows\healthy\healthy_000_segment_000_window_029_fft.csv,52.34375,0.0123717245541373,0.002815190082103216,0.0017183071644239368,0.0014032458375491,49.701584149697815,27.865712597209324,0.00021526743462798011,0.0007634359433987103,0.0004245424595224096,healthy
fft_windows\healthy\healthy_000_segment_000_window_030_fft.csv,52.34375,0.0133724113084732,0.0027100029998563327,0.001885343689275647,0.0014059241840839165,51.43685781632026,27.39121814821048,0.0001925062752320509,0.0007441233643967996,0.0004692945444550658,healthy
fft_windows\healthy\healthy_000_segment_000_window_031_fft.csv,51.5625,0.0102738961724268,0.0029163441282811066,0.001579363809419633,0.0014189294521012798,51.93827132152365,29.137513861935588,0.0002465091376771039,0.0005699470497397482,0.0006024732646844277,healthy
fft_windows\healthy\healthy_000_segment_000_window_032_fft.csv,52.34375,0.011270105199043,0.0027401837992664145,0.001634398705203434,0.0013132027631919292,52.04746525161516,27.944684525988706,0.0001405096612758447,0.0006873319994386231,0.0004853611024774614,healthy
fft_windows\healthy\healthy_000_segment_000_window_033_fft.csv,51.5625,0.013082401202118,0.002733064020614294,0.0019064583387233623,0.0014324446816102831,52.605937706593544,27.619305350418614,0.00017783850618777883,0.0006606089231230057,0.0005939972522994989,healthy
fft_windows\healthy\healthy_000_segment_000_window_034_fft.csv,51.5625,0.0079901651722622,0.002678578975961632,0.0015386628740482724,0.001230952671386522,51.45799994752376,27.28014206753653,0.0001525133408417824,0.0006350925889096179,0.00044334674163512165,healthy
fft_windows\healthy\healthy_000_segment_000_window_035_fft.csv,52.34375,0.0123693459335286,0.002923293652544558,0.0018431339356670452,0.0015406197144121085,50.531228841757695,27.64278357844523,0.00021955879727589923,0.0008036157479534084,0.0005174451691828009,healthy
fft_windows\healthy\healthy_000_segment_000_window_036_fft.csv,52.34375,0.0093840793883671,0.0027668520184576926,0.0014939439533831619,0.0012754666829982637,52.24890193001416,29.333171594707352,0.000222908419229272,0.0005273966951095077,0.000525161568659484,healthy
fft_windows\healthy\healthy_000_segment_000_window_037_fft.csv,52.34375,0.0091746739909003,0.0026635263626771668,0.0015821289553124636,0.0012380781083529532,52.669127738022425,28.230275862167893,0.00016759388602676455,0.0005943201300114096,0.0004761640923147789,healthy
fft_windows\healthy\healthy_000_segment_000_window_038_fft.csv,51.5625,0.0088355870692649,0.0027483393361440386,0.0016245819297134138,0.0013148499863302942,51.96144248912328,28.967250110934064,0.00019448672969147316,0.000531751237960035,0.000588612018678786,healthy
fft_windows\healthy\healthy_000_segment_000_window_039_fft.csv,52.34375,0.0115602984830685,0.002667780332681637,0.0016289897579079028,0.001260415079990721,50.54348506254826,27.718702026475118,0.0001648269211213976,0.000692095080894997,0.0004034930779743264,healthy
fft_windows\healthy\healthy_000_segment_000_window_040_fft.csv,52.34375,0.0109378787348053,0.0027761667496779096,0.0015861500221095786,0.0013187636091905501,48.59889211189895,27.53634017149433,0.00018684292612787483,0.0007414310396730116,0.00039048964338966364,healthy
fft_windows\healthy\healthy_000_segment_000_window_041_fft.csv,52.34375,0.0153552832003449,0.002840479413768682,0.0020571403724251036,0.0015867193257357412,52.22081436990097,26.554605611138633,0.00016252042404421568,0.0009449557212077675,0.00047924318048375795,healthy
fft_windows\healthy\healthy_000_segment_000_window_042_fft.csv,52.34375,0.0109341605632955,0.00311993120688066,0.0017994751874940323,0.0016733985375036095,47.22447188441471,28.484061726293596,0.0003576050880018813,0.0008202155234384223,0.0004955779260633058,healthy
fft_windows\healthy\healthy_000_segment_000_window_043_fft.csv,51.5625,0.0090727873739762,0.0028921786433847687,0.0014893303093971653,0.0013651814677704624,48.02565017847423,28.98401222083012,0.00030684724502952153,0.0006310699640681312,0.00042726425867280974,healthy
fft_windows\healthy\healthy_000_segment_000_window_044_fft.csv,52.34375,0.0109932266551673,0.002576799086079034,0.0016249738859762703,0.001197175942155811,49.96676985521612,28.331462137643065,0.0002245173373759789,0.0005648660958926381,0.000407792508887194,healthy
fft_windows\healthy\healthy_001_segment_000_window_000_fft.csv,51.5625,0.0103813563264358,0.002862778442648148,0.0016911239465170233,0.0014261466792284804,48.87924115806985,27.820109833287017,0.00024937373375912914,0.0006403266733018936,0.0005364462721674578,healthy
fft_windows\healthy\healthy_001_segment_000_window_001_fft.csv,51.5625,0.0130955063952073,0.002768230108283509,0.0018051956810007344,0.0014089159899053235,51.34306998846357,28.217247826316292,0.00021551798649466274,0.0007016079860808459,0.0004917900173298149,healthy
fft_windows\healthy\healthy_001_segment_000_window_002_fft.csv,52.34375,0.0142127348753543,0.0029675178995678285,0.0017382149772000367,0.0015257544390671197,52.110859551885284,28.01864851766098,0.00016578836691766137,0.0008235605340888226,0.0005364055380606356,healthy
fft_windows\healthy\healthy_001_segment_000_window_003_fft.csv,52.34375,0.0129814954926164,0.002984806229599915,0.0018672829520991789,0.00159905998683817,47.8431983191229,27.865819118562232,0.0002926160295668837,0.0008567858782655498,0.0004496580790057365,healthy
fft_windows\healthy\healthy_001_segment_000_window_004_fft.csv,52.34375,0.0078063751662008,0.002623089833386663,0.0013790308763909766,0.0011329201097352414,52.84217042148264,28.41110949018021,0.0001705231571339259,0.0004844280768560706,0.00047796887574524493,healthy
fft_windows\healthy\healthy_001_segment_000_window_005_fft.csv,52.34375,0.0100132299562789,0.00240079761207454,0.001521294024865884,0.0010420832442663737,48.81142704597789,28.870082028068865,0.00021319305061400618,0.000552394640246244,0.0002764955534061233,healthy
fft_windows\healthy\healthy_001_segment_000_window_006_fft.csv,52.34375,0.0118190434875063,0.002736346621635704,0.0017011468401479627,0.0013392126493072462,52.981292585376735,27.70119558207363,0.0001443257215587482,0.0005934053103318172,0.0006014816174166807,healthy
fft_windows\healthy\healthy_001_segment_000_window_007_fft.csv,52.34375,0.0108676045128144,0.003126888137309953,0.0017985989031675045,0.0016785979794665322,48.714193034288975,27.422570990373185,0.000288057605348752,0.0008755081534705746,0.0005150322206472057,healthy
fft_windows\healthy\healthy_001_segment_000_window_008_fft.csv,52.34375,0.0132836225077855,0.00270917275431289,0.001940106626807445,0.0014323683649560554,51.93348260404804,28.587557961827564,0.00018955434010386552,0.0007650999888982018,0.0004777140359539882,healthy
fft_windows\healthy\healthy_001_segment_000_window_009_fft.csv,52.34375,0.0113599890439496,0.0027141889656440584,0.0016201594520317138,0.0012889342524688855,49.16865422371497,28.55369499224178,0.000246348645182587,0.0006483471400718688,0.0003942384672144296,healthy
fft_windows\healthy\healthy_001_segment_000_window_010_fft.csv,52.34375,0.0090012259916533,0.0028019219342985745,0.0017386028078351969,0.0014026823061617506,51.8820973672083,27.190644571688356,0.0001543861665907204,0.000568236970387583,0.0006800591691834471,healthy
fft_windows\healthy\healthy_001_segment_000_window_011_fft.csv,51.5625,0.0092091209169423,0.0028735288487031527,0.0016630634492253915,0.0014219603023817552,48.09146836542607,28.434479829551957,0.00026006560261595407,0.0007543721555829251,0.00040752254418287596,healthy
fft_windows\healthy\healthy_001_segment_000_window_012_fft.csv,52.34375,0.0141538249770226,0.003054909353793942,0.001967245021967226,0.0017031256135894791,52.137875972450566,28.10562289794697,0.00021261329012773166,0.000913434634803011,0.0005770776886587362,healthy
fft_windows\healthy\healthy_001_segment_000_window_013_fft.csv,52.34375,0.0099460348073098,0.0028174544821786,0.0015236272949290751,0.0013234741961971517,49.42345989547238,27.658493537734447,0.00027689440156749434,0.0006184693065749322,0.00042811048805472494,healthy
fft_windows\healthy\healthy_001_segment_000_window_014_fft.csv,52.34375,0.0117509733429663,0.002769443404876709,0.0016832434912873817,0.00135490317966716,52.796262937452134,27.351828579410515,0.00014106232819973067,0.0007190979273185593,0.00049474292414887,healthy
fft_windows\healthy\healthy_001_segment_000_window_015_fft.csv,52.34375,0.0075090349670976,0.0027768107163878507,0.0013683748071188536,0.0012362234303951122,48.19596859018135,28.712973223702868,0.00029881888020783827,0.0005060890836626665,0.0004313154665246076,healthy
fft_windows\healthy\healthy_001_segment_000_window_016_fft.csv,51.5625,0.0084807910704151,0.0026824623998649125,0.0015690253531171093,0.0012458104160183148,49.08567444387043,27.920043774743746,0.00021579752307752958,0.0006322449944133514,0.000397767898527434,healthy
fft_windows\healthy\healthy_001_segment_000_window_017_fft.csv,51.5625,0.0143959232040192,0.0029776502578964265,0.0019776647474172293,0.0016483050995870485,48.30704827585579,27.193645806127144,0.0002502489970440679,0.0009759380856193966,0.00042211801692358376,healthy
fft_windows\healthy\healthy_001_segment_000_window_018_fft.csv,52.34375,0.0190702928676377,0.002899946064480362,0.0022848207150839538,0.0017582819811293741,49.50567415764157,26.230969410690502,0.00024030076968834576,0.0011222935441089043,0.0003956876673321239,healthy
fft_windows\healthy\healthy_001_segment_000_window_019_fft.csv,52.34375,0.0177164879906252,0.0028378734567811002,0.002289147298443851,0.0017148900232771382,47.56054699256386,26.51450205213796,0.00021799132080583907,0.0011730924569414547,0.0003238062455298445,healthy
fft_windows\healthy\healthy_001_segment_000_window_020_fft.csv,52.34375,0.0094020768684481,0.00266716656687828,0.0015634246830577576,0.0012329915763237102,48.5451525341501,26.696622790301603,0.00019122054519140372,0.0007052077291450283,0.00033656330198727797,healthy
fft_windows\healthy\healthy_001_segment_000_window_021_fft.csv,51.5625,0.0105339774366031,0.0026429289248183193,0.0015558032060512313,0.0012133220023704783,49.18959515937636,27.74293400117615,0.00018359327447524452,0.000650037017883498,0.00037969171001173585,healthy
fft_windows\healthy\healthy_001_segment_000_window_022_fft.csv,51.5625,0.0104578969695203,0.002675746138108426,0.0016078996210137457,0.0012570996577047208,48.98093029167467,27.621659171088602,0.00030057771253527813,0.0006109690734860815,0.00034555287168336107,healthy
fft_windows\healthy\healthy_001_segment_000_window_023_fft.csv,51.5625,0.011220428177799,0.002602450733976642,0.00160611232894398,0.0012064527160390226,50.17019359731291,28.35546381972553,0.00020930106694132893,0.0005968751547628235,0.0004002764943348703,healthy
fft_windows\healthy\healthy_001_segment_000_window_024_fft.csv,52.34375,0.0105634853170696,0.002749566313161286,0.0016562650270682635,0.001329129408796541,48.39679731226911,26.459806540802024,0.00022686784426796317,0.0007846298728731973,0.00031763169165538056,healthy
fft_windows\healthy\healthy_001_segment_000_window_025_fft.csv,52.34375,0.0110335294988223,0.0025449508102449304,0.0017542314344338318,0.0012324792292237516,51.62533064291697,28.08775766426082,0.00018707945803633603,0.0006421323267123041,0.00040326744447511157,healthy
fft_windows\healthy\healthy_001_segment_000_window_026_fft.csv,52.34375,0.0088427524525579,0.002923326644199993,0.001607429661453333,0.001435727273292034,50.90633330155542,28.523643485162623,0.00022007621863373952,0.0007081002584465258,0.0005075507962117686,healthy
fft_windows\healthy\healthy_001_segment_000_window_027_fft.csv,52.34375,0.009367897628938,0.0033100103285414865,0.0018121790809351704,0.0018369808201395164,47.45006096737326,28.398627874521836,0.0004673886051877277,0.0007922477811783617,0.000577344433773427,healthy
fft_windows\healthy\healthy_001_segment_000_window_028_fft.csv,51.5625,0.0075448556296633,0.0027189258454000066,0.001365157743733244,0.0011940515309296089,47.68916065375454,28.629475359538013,0.0003090127117849908,0.0005220845091155772,0.0003629543100290411,healthy
fft_windows\healthy\healthy_001_segment_000_window_029_fft.csv,52.34375,0.0082247972319882,0.0025813064221581216,0.0014607927491421951,0.0011348205208317316,46.33780219816238,29.051560906023404,0.0003018290342882227,0.0005100638477900155,0.0003229276387534934,healthy
fft_windows\healthy\healthy_001_segment_000_window_030_fft.csv,52.34375,0.0109627884231793,0.002854830894160871,0.0016997620554248993,0.0014240633118319749,48.7015628365201,27.470478862506326,0.00022193416134725098,0.0008687940846121766,0.0003333350658725472,healthy
fft_windows\healthy\healthy_001_segment_000_window_031_fft.csv,52.34375,0.0146160934076979,0.002917667301655012,0.0018550062933080844,0.001542044177245367,51.547499669934176,27.848392011087213,0.0002141560343762751,0.0008092185955448316,0.0005186695473242607,healthy
fft_windows\healthy\healthy_001_segment_000_window_032_fft.csv,51.5625,0.0145315930267417,0.0028314752569900967,0.0019997968840073594,0.0015501207223620154,51.53920287857753,27.63006155111205,0.00018499116683901178,0.0008615281689092898,0.0005036013866137137,healthy
fft_windows\healthy\healthy_001_segment_000_window_033_fft.csv,51.5625,0.0125304793221777,0.0032498741395891066,0.001833199038107239,0.0017959767821068666,51.84537553094364,28.474435751632075,0.00026882994635386436,0.0008251240891987104,0.0007020227465542918,healthy
fft_windows\healthy\healthy_001_segment_000_window_034_fft.csv,52.34375,0.0099470906006718,0.00278876335946164,0.0017224584765570328,0.0013859842919315244,49.201864123577955,29.251737075082005,0.0002847727187809465,0.0006422249539807898,0.00045898661916978796,healthy
fft_windows\healthy\healthy_001_segment_000_window_035_fft.csv,52.34375,0.0110437330496725,0.0028485167156026086,0.0016452941343919945,0.0013959141945374507,48.78606653665588,27.844449774985545,0.00019615951258109517,0.0008312984427577741,0.0003684562391985812,healthy
fft_windows\healthy\healthy_001_segment_000_window_036_fft.csv,51.5625,0.011545052636899,0.0027861095623197053,0.0015839179857759095,0.0013249851455798692,47.355453900025665,30.033855313832213,0.0003553430522548189,0.0005700224519092799,0.0003996196414157705,healthy
fft_windows\healthy\healthy_001_segment_000_window_037_fft.csv,52.34375,0.0117707443104382,0.002971520052342943,0.001753936819152076,0.0015359031265299028,49.56877955052875,26.854184543057112,0.000183587829672999,0.0008515107176362214,0.0005008045792206824,healthy
fft_windows\healthy\healthy_001_segment_000_window_038_fft.csv,52.34375,0.0097437970089973,0.0028334102165400513,0.0015729882261273675,0.001354823198500023,50.21599993798919,28.61999174111931,0.00022127987785161942,0.0006506309024236596,0.0004829124182247441,healthy
fft_windows\healthy\healthy_001_segment_000_window_039_fft.csv,52.34375,0.0130176202622452,0.002653853336579828,0.0017565643431558793,0.0013065708012602064,48.78752224636758,28.632729482350125,0.00026819098527409925,0.0006807261244447004,0.0003576536915414068,healthy
fft_windows\healthy\healthy_001_segment_000_window_040_fft.csv,52.34375,0.0123218243075435,0.0028761693196523402,0.0018533197658341229,0.0015102215901565703,51.22487597925662,27.534978624531206,0.0002175615925661418,0.0007651326904504532,0.0005275273071399753,healthy
fft_windows\healthy\healthy_001_segment_000_window_041_fft.csv,52.34375,0.0120269806768573,0.002684707622662071,0.001595819035538226,0.0012583038503242122,51.11049764980121,28.96129556315039,0.00021356518559965363,0.0005896059304600306,0.00045513273426452783,healthy
fft_windows\healthy\healthy_001_segment_000_window_042_fft.csv,51.5625,0.0134177362190307,0.0028998015763342256,0.0018987491676579458,0.001549818588309194,52.4965451182363,28.388882993250245,0.00021545408885848726,0.0007488889243793741,0.0005854755750713328,healthy
fft_windows\healthy\healthy_001_segment_000_window_043_fft.csv,52.34375,0.0118435685775909,0.002815582590887648,0.0016187979931169395,0.0013606935826531452,49.45042534128996,29.173048151132523,0.0003107347621362906,0.0006484358420401701,0.0004015229784766843,healthy
fft_windows\healthy\healthy_001_segment_000_window_044_fft.csv,51.5625,0.0100799945898716,0.0027875326012519776,0.00159265097458738,0.0013295868917566804,50.29273716574855,28.431611593860428,0.00022442504808482434,0.0006337765122166502,0.00047138533145520584,healthy
fft_windows\healthy\healthy_002_segment_000_window_000_fft.csv,52.34375,0.0089760406585977,0.0028526345477344803,0.0015507608574954414,0.001359967419908811,50.10871907418813,27.51631047130969,0.000246292873195506,0.0006555374800585191,0.000458137066654786,healthy
fft_windows\healthy\healthy_002_segment_000_window_001_fft.csv,51.5625,0.0100647821536033,0.0031691713198679257,0.0016719504960244487,0.0016562394257420455,51.04810669477035,27.105451938134184,0.00016636151461242148,0.0008514402721845248,0.0006384376389450992,healthy
fft_windows\healthy\healthy_002_segment_000_window_002_fft.csv,52.34375,0.0087071812218606,0.002723629711683421,0.0014864331167999318,0.0012419658460038714,50.75126914777335,27.990570464672555,0.0002363170617484965,0.0004848814850637076,0.0005207672991916673,healthy
fft_windows\healthy\healthy_002_segment_000_window_003_fft.csv,52.34375,0.0103854194819312,0.0028123656770181085,0.0017408095898287473,0.0014112366160808937,49.56006326296708,28.450159985442916,0.0003449273645292731,0.0005646377433767592,0.0005016715081748612,healthy
fft_windows\healthy\healthy_002_segment_000_window_004_fft.csv,52.34375,0.0112162697072245,0.0027035129220631016,0.001654467913458687,0.0012959657593390199,52.10954736848323,27.24569705967276,0.00013337698782388887,0.0006904987637309249,0.00047209000778420616,healthy
fft_windows\healthy\healthy_002_segment_000_window_005_fft.csv,52.34375,0.0132797239429381,0.0024974955139495233,0.0017200807757949302,0.0011863048615519895,50.02592392081026,28.732983232208802,0.0001920921710837107,0.000647670398092301,0.00034654229237597784,healthy
fft_windows\healthy\healthy_002_segment_000_window_006_fft.csv,51.5625,0.0130317049256125,0.002764959907373556,0.001837139405403305,0.001421590898470674,51.224603648746516,27.996981084201238,0.00015785045048367861,0.0007893197622832921,0.00047442068570370316,healthy
fft_windows\healthy\healthy_002_segment_000_window_007_fft.csv,52.34375,0.0097035427415882,0.002682079897333747,0.0016025012984484687,0.0012592416253501975,46.51744477154837,28.142606295939693,0.00034227625471891347,0.0005291325963803137,0.0003878327742509703,healthy
fft_windows\healthy\healthy_002_segment_000_window_008_fft.csv,51.5625,0.0135119049880805,0.0026283326746258046,0.0017115203461885466,0.0012690290561660669,50.42156508571802,28.082362424183177,0.0001812541952433138,0.0006815282775627411,0.00040624658336001207,healthy
fft_windows\healthy\healthy_002_segment_000_window_009_fft.csv,52.34375,0.0123769650222793,0.0031138110800734762,0.001730980508637478,0.0016372825723135857,49.12433715248585,28.34835479247205,0.0002793066052001968,0.000822466350622893,0.0005355096164904959,healthy
fft_windows\healthy\healthy_002_segment_000_window_010_fft.csv,52.34375,0.0129978905954269,0.0029822485083342044,0.0019072695131637078,0.0016165613278083858,52.64693939494641,28.134800348995455,0.00018584842443686108,0.000777341559135555,0.0006533713442359694,healthy
fft_windows\healthy\healthy_002_segment_000_window_011_fft.csv,52.34375,0.0124809111303375,0.003180317184843746,0.0019233367951427465,0.0017819597952653521,52.37335737788764,27.495663047266778,0.00022084291914523088,0.0008253288927958379,0.0007357879833242832,healthy
fft_windows\healthy\healthy_002_segment_000_window_012_fft.csv,52.34375,0.0101110271566767,0.0027134868104298337,0.0015978355975762265,0.0012791755154763402,52.44723248482632,27.837632432087045,0.00014100081133099215,0.0005701964595668685,0.0005679782445784796,healthy
fft_windows\healthy\healthy_002_segment_000_window_013_fft.csv,51.5625,0.0137342686868497,0.0030239912716675922,0.0020345717662397776,0.0017136367073201362,51.456844764547654,27.889429969095307,0.0002656597831671091,0.0009213221914961615,0.0005266547326568655,healthy
fft_windows\healthy\healthy_002_segment_000_window_014_fft.csv,51.5625,0.0102530211418376,0.0031807657702039973,0.0017120338210367756,0.0016832346589165017,51.74392035021389,29.717365113943192,0.00034261552648856753,0.0007034495751723517,0.0006371695572555823,healthy
fft_windows\healthy\healthy_002_segment_000_window_015_fft.csv,52.34375,0.0103317399055679,0.002708737692680664,0.0016601794525878486,0.001302055785628157,47.332064279982234,28.499211700658368,0.0003651560523617554,0.0005670132358279051,0.00036988649743849663,healthy
fft_windows\healthy\healthy_002_segment_000_window_016_fft.csv,51.5625,0.010011726234244,0.0026597144513253144,0.0017813355616745576,0.0013218936176178915,51.44299643632035,27.166152190675884,0.00013697322361780893,0.0007240684144188779,0.0004608519795812047,healthy
fft_windows\healthy\healthy_002_segment_000_window_017_fft.csv,52.34375,0.0117100034963006,0.0028797299134451673,0.0016963147329994016,0.0014409723181638447,51.077946344931625,29.747855475404798,0.000352838063016024,0.0005326280375452388,0.0005555062176025821,healthy
fft_windows\healthy\healthy_002_segment_000_window_018_fft.csv,52.34375,0.0113731447408808,0.002791962483382187,0.0016731986560418132,0.0013667096244039947,49.9261814958323,26.737348538476013,0.00020810292585190607,0.0007627069877654303,0.00039589971078665844,healthy
fft_windows\healthy\healthy_002_segment_000_window_019_fft.csv,52.34375,0.0107460243573452,0.003009136594827985,0.001757664488389592,0.0015666130875101663,48.58322824997786,27.76715133852909,0.0002543049354427329,0.0008067384180646371,0.0005055697340027964,healthy
fft_windows\healthy\healthy_002_segment_000_window_020_fft.csv,52.34375,0.0114442240533939,0.0031754423052158544,0.0020841900683310284,0.0018611193876342722,51.144871401171706,28.635069294120136,0.0003653276907477455,0.0008246927205693897,0.0006710989763171368,healthy
