source_window,label,fft_file,num_samples,expected_window_size,expected_fs,num_fft_bins,expected_fft_bins,freq_resolution_hz,expected_freq_resolution_hz,max_frequency_hz,nyquist_frequency_hz,dc_removed,window_function,fft_type,signal_type,status,reason
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_013.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_013_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_014.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_014_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_015.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_015_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_016.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_016_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_017.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_017_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_018.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_018_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_019.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_019_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_020.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_020_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_021.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_021_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_022.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_022_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_023.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_023_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_024.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_024_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_025.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_025_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_026.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_026_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_027.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_027_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_028.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_028_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_029.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_029_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_030.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_030_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_031.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_031_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_032.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_032_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_033.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_033_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_034.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_034_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_035.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_035_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_036.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_036_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_037.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_037_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_038.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_038_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_039.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_039_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_040.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_040_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_041.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_041_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_042.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_042_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_043.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_043_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_044.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_044_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_045.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_045_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_046.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_046_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_047.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_047_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_048.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_048_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_049.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_049_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_050.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_050_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_051.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_051_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_052.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_052_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_053.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_053_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_054.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_054_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_055.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_055_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_056.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_056_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_057.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_057_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_058.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_058_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_059.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_059_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_060.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_060_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_061.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_061_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_062.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_062_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_063.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_063_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_064.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_064_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_065.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_065_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_066.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_066_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_067.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_067_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_068.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_068_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_069.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_069_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_070.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_070_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_071.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_071_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_072.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_072_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_073.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_073_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_074.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_074_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_075.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_075_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
