timestamp_ms,Raw_X,HPF_X,accX,Raw_Y,HPF_Y,accY,Raw_Z,HPF_Z,accZ,Label,label
230.064,0.0217,0.0208,0.0322,0.9568,0.5913,0.5849,0.1494,0.1428,0.1872,imbalanced,imbalanced
232.064,-0.0376,-0.0382,-0.008,1.0225,0.6527,0.6236,0.2053,0.1974,0.193,imbalanced,imbalanced
234.065,0.0605,0.0595,0.0305,1.031,0.6571,0.6427,-0.106,-0.1131,0.0182,imbalanced,imbalanced
236.065,-0.0427,-0.0435,-0.0117,1.0354,0.6572,0.651,-0.1138,-0.1202,-0.0608,imbalanced,imbalanced
238.064,0.0269,0.0259,0.0098,1.0674,0.6848,0.6703,-0.1223,-0.1279,-0.0991,imbalanced,imbalanced
240.064,-0.0208,-0.0215,-0.0081,1.0569,0.67,0.6701,-0.3208,-0.3243,-0.2277,imbalanced,imbalanced
242.065,-0.0278,-0.0284,-0.0197,1.1121,0.7205,0.6989,-0.1716,-0.174,-0.197,imbalanced,imbalanced
244.064,-0.0256,-0.0261,-0.0233,1.0837,0.6878,0.6925,-0.3364,-0.3366,-0.2767,imbalanced,imbalanced
246.064,-0.1169,-0.1166,-0.0766,1.0491,0.6489,0.6676,0.4819,0.4786,0.1546,imbalanced,imbalanced
248.065,0.1099,0.1095,0.0296,0.9287,0.5252,0.5863,-1.0854,-1.0818,-0.5514,imbalanced,imbalanced
250.064,-0.0566,-0.0567,-0.0196,1.1606,0.7523,0.681,-0.0237,-0.0199,-0.2479,imbalanced,imbalanced
252.064,-0.0054,-0.0054,-0.0115,1.1355,0.7225,0.7047,-0.6938,-0.6856,-0.4978,imbalanced,imbalanced
254.064,-0.114,-0.1133,-0.0696,1.0728,0.6555,0.6766,0.1335,0.1409,-0.1331,imbalanced,imbalanced
256.064,0.0701,0.0704,0.0103,0.9568,0.5361,0.5964,-0.123,-0.115,-0.1228,imbalanced,imbalanced
258.065,-0.0059,-0.0055,0.0013,0.9451,0.521,0.5533,0.2542,0.2605,0.0961,imbalanced,imbalanced
260.064,0.02,0.0202,0.0121,0.9346,0.5072,0.527,0.313,0.3173,0.2224,imbalanced,imbalanced
262.065,0.0171,0.0172,0.015,0.9165,0.486,0.5036,0.2739,0.2765,0.2533,imbalanced,imbalanced
264.065,-0.0017,-0.0016,0.0055,0.9258,0.4921,0.4971,0.3787,0.3788,0.3249,imbalanced,imbalanced
266.064,0.042,0.0418,0.0262,0.9333,0.4965,0.4967,0.2673,0.2657,0.2911,imbalanced,imbalanced
268.065,0.0176,0.0173,0.0211,0.9302,0.4902,0.493,0.1758,0.1731,0.2237,imbalanced,imbalanced
270.065,0.0625,0.0618,0.0444,0.9541,0.5108,0.5032,0.2651,0.2607,0.2449,imbalanced,imbalanced
272.065,0.0156,0.0148,0.0275,0.9492,0.5027,0.5029,0.1436,0.1383,0.184,imbalanced,imbalanced
274.064,-0.0195,-0.0202,0.0003,1.0222,0.572,0.5424,0.177,0.1706,0.1764,imbalanced,imbalanced
276.065,0.03,0.0292,0.0168,1.0273,0.5734,0.5601,-0.0767,-0.0825,0.0285,imbalanced,imbalanced
278.065,-0.0208,-0.0215,-0.005,1.0339,0.5763,0.5694,-0.1545,-0.1594,-0.0788,imbalanced,imbalanced
280.065,0.0188,0.018,0.0081,1.063,0.6015,0.5877,-0.1257,-0.1297,-0.1079,imbalanced,imbalanced
282.064,-0.0137,-0.0144,-0.0047,1.0542,0.5889,0.5884,-0.3247,-0.3266,-0.2328,imbalanced,imbalanced
284.064,-0.0266,-0.0272,-0.0175,1.1072,0.6378,0.6166,-0.1802,-0.1809,-0.2031,imbalanced,imbalanced
286.064,-0.0337,-0.034,-0.027,1.0752,0.6019,0.6082,-0.3025,-0.3013,-0.2592,imbalanced,imbalanced
288.065,-0.1047,-0.1044,-0.0712,1.0186,0.5418,0.5703,0.4478,0.4461,0.1435,imbalanced,imbalanced
290.065,0.1003,0.1,0.0266,0.9421,0.4624,0.5087,-1.0291,-1.0241,-0.5232,imbalanced,imbalanced
292.065,-0.0559,-0.0558,-0.0205,1.166,0.6819,0.6076,-0.0327,-0.0276,-0.2402,imbalanced,imbalanced
294.064,-0.022,-0.0218,-0.0212,1.1167,0.6285,0.6195,-0.7278,-0.718,-0.513,imbalanced,imbalanced
296.064,-0.0984,-0.0976,-0.0648,1.0662,0.5743,0.5937,0.1409,0.1497,-0.1346,imbalanced,imbalanced
298.064,0.0847,0.085,0.0207,0.937,0.4423,0.5072,-0.0737,-0.0645,-0.0946,imbalanced,imbalanced
300.064,-0.0261,-0.0257,-0.0058,0.9412,0.4436,0.4709,0.2629,0.2704,0.1138,imbalanced,imbalanced
302.064,0.0347,0.0349,0.0174,0.9216,0.4213,0.4426,0.3105,0.316,0.2292,imbalanced,imbalanced
304.065,0.0027,0.0029,0.0091,0.9146,0.4116,0.4249,0.2898,0.2933,0.2658,imbalanced,imbalanced
306.064,0.0156,0.0157,0.0129,0.929,0.4233,0.424,0.3535,0.3548,0.3166,imbalanced,imbalanced
308.064,0.0356,0.0355,0.0258,0.9329,0.4245,0.4242,0.2568,0.2564,0.2823,imbalanced,imbalanced
310.065,0.019,0.0188,0.0218,0.938,0.4268,0.4257,0.1931,0.1915,0.2304,imbalanced,imbalanced
312.064,0.0686,0.0679,0.0481,0.9629,0.4488,0.4389,0.2144,0.2114,0.2195,imbalanced,imbalanced
314.065,-0.0042,-0.0048,0.0179,0.9517,0.4348,0.4366,0.1951,0.1908,0.2032,imbalanced,imbalanced
316.065,0.0085,0.0078,0.0122,1.0308,0.5106,0.4789,0.1233,0.1183,0.1547,imbalanced,imbalanced
318.065,-0.0012,-0.0019,0.0041,1.0498,0.5263,0.5059,-0.0496,-0.0542,0.0354,imbalanced,imbalanced
320.064,-0.0005,-0.0012,0.0011,1.0444,0.5176,0.5126,-0.1936,-0.197,-0.0973,imbalanced,imbalanced
322.065,0.0085,0.0078,0.0049,1.0647,0.5344,0.525,-0.1313,-0.1339,-0.1182,imbalanced,imbalanced
324.065,-0.0063,-0.007,-0.0019,1.0618,0.5281,0.5268,-0.3142,-0.3147,-0.2304,imbalanced,imbalanced
326.064,-0.0242,-0.0247,-0.0149,1.1135,0.5761,0.5549,-0.1973,-0.1965,-0.211,imbalanced,imbalanced
328.065,-0.0322,-0.0325,-0.025,1.0842,0.5433,0.5483,-0.2644,-0.2619,-0.2401,imbalanced,imbalanced
330.064,-0.0964,-0.0961,-0.0656,1.012,0.468,0.5025,0.3916,0.3915,0.1206,imbalanced,imbalanced
332.065,0.0918,0.0915,0.0241,0.9434,0.3969,0.4422,-1.0278,-1.0213,-0.5314,imbalanced,imbalanced
334.064,-0.0566,-0.0566,-0.022,1.1814,0.6308,0.5499,-0.0229,-0.0163,-0.2373,imbalanced,imbalanced
336.065,-0.0239,-0.0237,-0.023,1.1025,0.5485,0.5491,-0.7271,-0.7158,-0.5105,imbalanced,imbalanced
338.064,-0.1006,-0.0997,-0.0668,1.0627,0.5054,0.5241,0.1821,0.1921,-0.1093,imbalanced,imbalanced
340.065,0.0957,0.096,0.0261,0.9277,0.368,0.435,-0.1108,-0.1002,-0.1041,imbalanced,imbalanced
342.065,-0.0325,-0.032,-0.0071,0.9392,0.3771,0.4019,0.3071,0.3157,0.1356,imbalanced,imbalanced
344.064,0.0471,0.0473,0.024,0.9175,0.3531,0.374,0.2629,0.2698,0.2123,imbalanced,imbalanced
346.064,-0.0122,-0.012,0.0034,0.9124,0.3457,0.3579,0.3577,0.3622,0.2979,imbalanced,imbalanced
348.064,0.0352,0.0352,0.0215,0.9092,0.3403,0.3479,0.3032,0.3058,0.3024,imbalanced,imbalanced
350.065,0.0183,0.0182,0.0196,0.9219,0.3508,0.3495,0.3262,0.3266,0.3162,imbalanced,imbalanced
352.065,0.0337,0.0334,0.0275,0.9312,0.3578,0.3542,0.1536,0.1531,0.2231,imbalanced,imbalanced
354.065,0.0581,0.0574,0.0446,0.9531,0.3773,0.3674,0.2434,0.2413,0.2335,imbalanced,imbalanced
356.064,-0.0178,-0.0184,0.0086,0.9473,0.3691,0.3683,0.1697,0.1665,0.1953,imbalanced,imbalanced
358.064,0.051,0.0501,0.0323,1.0276,0.4465,0.413,0.0874,0.0837,0.1316,imbalanced,imbalanced
360.065,-0.0227,-0.0235,0.0005,1.0479,0.4638,0.442,-0.0515,-0.0548,0.0251,imbalanced,imbalanced
362.065,0.0007,-0.0,0.0002,1.0408,0.4538,0.4487,-0.2002,-0.2022,-0.1047,imbalanced,imbalanced
364.065,-0.0024,-0.0032,-0.0017,1.0706,0.4805,0.4669,-0.1553,-0.1563,-0.1342,imbalanced,imbalanced
366.065,0.0034,0.0027,0.0008,1.0698,0.4767,0.4725,-0.2983,-0.2974,-0.2274,imbalanced,imbalanced
368.064,-0.0332,-0.0337,-0.0189,1.1106,0.5141,0.4963,-0.2363,-0.2339,-0.2311,imbalanced,imbalanced
370.065,-0.0667,-0.0668,-0.0462,1.0728,0.4732,0.4831,-0.1121,-0.109,-0.1614,imbalanced,imbalanced
372.064,-0.0059,-0.0059,-0.0232,0.9688,0.3669,0.4167,-0.2063,-0.2019,-0.1845,imbalanced,imbalanced
374.065,0.0278,0.0276,0.0058,1.0376,0.4329,0.426,-0.4414,-0.4342,-0.3271,imbalanced,imbalanced
376.064,-0.0481,-0.048,-0.0249,1.1865,0.5781,0.5129,-0.2649,-0.256,-0.2865,imbalanced,imbalanced
378.065,-0.0623,-0.0618,-0.046,1.1047,0.4932,0.5016,-0.4746,-0.4628,-0.3872,imbalanced,imbalanced
380.064,-0.0354,-0.0347,-0.0395,1.0342,0.4199,0.455,0.0042,0.0159,-0.157,imbalanced,imbalanced
382.064,0.0652,0.0655,0.0204,0.927,0.3107,0.3726,0.0771,0.0883,-0.0169,imbalanced,imbalanced
384.065,-0.0435,-0.0429,-0.0157,0.9304,0.3121,0.3381,0.2896,0.2988,0.1633,imbalanced,imbalanced
386.065,0.061,0.0612,0.0282,0.9255,0.3053,0.3194,0.2659,0.2733,0.2262,imbalanced,imbalanced
388.064,-0.0237,-0.0234,-0.0013,0.9297,0.3075,0.3126,0.3442,0.3495,0.2966,imbalanced,imbalanced
390.065,0.0417,0.0418,0.0233,0.9299,0.3057,0.3087,0.2798,0.2832,0.2889,imbalanced,imbalanced
392.065,0.0059,0.0059,0.0133,0.9314,0.3052,0.3067,0.2761,0.2777,0.2825,imbalanced,imbalanced
394.065,0.0352,0.0349,0.0257,0.9355,0.3074,0.3071,0.196,0.1964,0.2333,imbalanced,imbalanced
396.065,0.0713,0.0706,0.0513,0.9583,0.328,0.319,0.1826,0.1818,0.2039,imbalanced,imbalanced
398.065,-0.0398,-0.0402,-0.0009,0.9707,0.3383,0.33,0.2493,0.2469,0.2284,imbalanced,imbalanced
400.065,0.0872,0.0862,0.0488,1.0247,0.3897,0.3641,0.0125,0.01,0.1037,imbalanced,imbalanced
402.065,-0.0645,-0.065,-0.0162,1.0505,0.4129,0.392,-0.0042,-0.0066,0.0407,imbalanced,imbalanced
404.065,0.02,0.0193,0.0041,1.0486,0.4083,0.4013,-0.2256,-0.2266,-0.1119,imbalanced,imbalanced
406.065,-0.0068,-0.0075,-0.0025,1.052,0.4091,0.4058,-0.1765,-0.1764,-0.1487,imbalanced,imbalanced
408.064,0.0056,0.0049,0.0017,1.0691,0.4235,0.4159,-0.2625,-0.2606,-0.2126,imbalanced,imbalanced
410.065,-0.0271,-0.0276,-0.015,1.0981,0.4496,0.4352,-0.2756,-0.272,-0.2465,imbalanced,imbalanced
412.065,-0.0654,-0.0655,-0.0438,1.084,0.4327,0.4338,-0.1074,-0.1032,-0.1647,imbalanced,imbalanced
414.064,-0.0188,-0.0188,-0.0295,0.957,0.3038,0.3595,-0.0706,-0.0659,-0.1083,imbalanced,imbalanced
416.065,0.0381,0.0379,0.009,1.0005,0.345,0.3513,-0.6028,-0.5943,-0.3858,imbalanced,imbalanced
418.065,-0.0464,-0.0463,-0.0226,1.1929,0.534,0.4556,-0.1821,-0.1725,-0.264,imbalanced,imbalanced
420.064,-0.0637,-0.0632,-0.0458,1.1016,0.4398,0.4466,-0.5378,-0.5248,-0.4129,imbalanced,imbalanced
422.064,-0.0432,-0.0424,-0.0439,1.0291,0.365,0.4,0.0476,0.0602,-0.1428,imbalanced,imbalanced
424.065,0.0779,0.0782,0.0258,0.9124,0.2467,0.3124,0.0476,0.0598,-0.0271,imbalanced,imbalanced
426.064,-0.0352,-0.0347,-0.0087,0.9348,0.2674,0.2867,0.2776,0.288,0.1528,imbalanced,imbalanced
428.064,0.0518,0.0519,0.0259,0.9307,0.2616,0.2724,0.321,0.3293,0.2536,imbalanced,imbalanced
430.065,-0.0244,-0.0241,-0.0026,0.9197,0.249,0.259,0.3267,0.3328,0.2988,imbalanced,imbalanced
432.064,0.0476,0.0476,0.0261,0.9207,0.2484,0.2529,0.2964,0.3006,0.2998,imbalanced,imbalanced
434.064,0.0168,0.0168,0.0207,0.9319,0.2579,0.2558,0.2588,0.2613,0.2778,imbalanced,imbalanced
436.065,0.04,0.0397,0.0316,0.9331,0.2575,0.2568,0.2344,0.2353,0.2536,imbalanced,imbalanced
438.065,0.0544,0.0538,0.0442,0.9648,0.2874,0.2742,0.155,0.155,0.1973,imbalanced,imbalanced
440.064,-0.0513,-0.0516,-0.0105,1.0046,0.3251,0.3033,0.2498,0.2481,0.2263,imbalanced,imbalanced
442.065,0.1008,0.0998,0.0525,1.0176,0.3359,0.3219,-0.0283,-0.0298,0.0801,imbalanced,imbalanced
444.064,-0.0781,-0.0786,-0.0224,1.0461,0.3621,0.3448,-0.0242,-0.0254,0.0198,imbalanced,imbalanced
446.064,0.0293,0.0286,0.0067,1.0564,0.37,0.3592,-0.1917,-0.1917,-0.1009,imbalanced,imbalanced
448.065,-0.0171,-0.0177,-0.0072,1.0664,0.3775,0.3697,-0.2332,-0.2317,-0.1756,imbalanced,imbalanced
450.065,-0.0012,-0.0018,-0.0041,1.0889,0.3974,0.3855,-0.2212,-0.2183,-0.2,imbalanced,imbalanced
452.064,-0.0173,-0.0178,-0.0119,1.0991,0.4051,0.3967,-0.3105,-0.3057,-0.2604,imbalanced,imbalanced
454.065,-0.0916,-0.0914,-0.0573,1.0769,0.3804,0.3874,0.0862,0.0904,-0.0601,imbalanced,imbalanced
456.064,0.0261,0.0261,-0.0097,0.9385,0.2404,0.3035,-0.5708,-0.5629,-0.3472,imbalanced,imbalanced
458.065,0.0007,0.0007,-0.0037,1.0642,0.3638,0.3379,-0.2532,-0.2437,-0.2881,imbalanced,imbalanced
460.065,-0.0271,-0.027,-0.017,1.1768,0.4733,0.4153,-0.3657,-0.354,-0.3257,imbalanced,imbalanced
462.065,-0.0957,-0.0949,-0.0615,1.0906,0.3847,0.3978,-0.2561,-0.2428,-0.2784,imbalanced,imbalanced
464.065,-0.0024,-0.0017,-0.0273,0.9932,0.2854,0.3336,-0.0515,-0.038,-0.1411,imbalanced,imbalanced
466.064,0.0598,0.0602,0.0226,0.9202,0.2111,0.2636,0.1223,0.135,0.0165,imbalanced,imbalanced
468.065,-0.0276,-0.027,-0.0057,0.9346,0.224,0.241,0.281,0.2918,0.1737,imbalanced,imbalanced
470.065,0.0481,0.0483,0.0251,0.9229,0.2109,0.2239,0.3254,0.3341,0.2653,imbalanced,imbalanced
472.064,-0.0208,-0.0204,-0.0008,0.9124,0.1992,0.2098,0.3291,0.3356,0.3054,imbalanced,imbalanced
474.064,0.0532,0.0533,0.03,0.9241,0.2095,0.2096,0.2671,0.2718,0.2862,imbalanced,imbalanced
476.065,0.0044,0.0044,0.0154,0.9243,0.2084,0.209,0.239,0.2422,0.2611,imbalanced,imbalanced
478.064,0.0627,0.0623,0.0422,0.9382,0.2209,0.2158,0.2534,0.2549,0.2576,imbalanced,imbalanced
480.064,0.0396,0.0389,0.0403,0.9553,0.2365,0.2276,0.157,0.1575,0.2004,imbalanced,imbalanced
482.064,-0.0679,-0.0681,-0.0216,1.0144,0.2937,0.2653,0.2461,0.245,0.2259,imbalanced,imbalanced
484.065,0.1108,0.1099,0.0535,1.0007,0.2782,0.2727,-0.0586,-0.0593,0.0631,imbalanced,imbalanced
486.064,-0.0735,-0.0739,-0.0193,1.0344,0.3099,0.294,-0.0405,-0.041,0.0037,imbalanced,imbalanced
488.064,0.0308,0.0301,0.0089,1.0623,0.3356,0.3177,-0.1616,-0.161,-0.0904,imbalanced,imbalanced
490.065,-0.0271,-0.0276,-0.0119,1.0596,0.3308,0.3252,-0.2664,-0.264,-0.1895,imbalanced,imbalanced
492.065,-0.0056,-0.006,-0.0085,1.0962,0.365,0.3479,-0.1982,-0.1947,-0.1925,imbalanced,imbalanced
494.065,-0.0146,-0.015,-0.0122,1.0881,0.3547,0.3518,-0.3269,-0.3213,-0.266,imbalanced,imbalanced
496.065,-0.1145,-0.1141,-0.0704,1.0667,0.3311,0.34,0.1804,0.1849,-0.0086,imbalanced,imbalanced
498.064,0.0652,0.0652,0.007,0.9263,0.1895,0.254,-0.7371,-0.7279,-0.4193,imbalanced,imbalanced
500.065,-0.0054,-0.0053,-0.0,1.0847,0.3457,0.3064,-0.1541,-0.144,-0.2621,imbalanced,imbalanced
502.064,-0.0159,-0.0157,-0.009,1.1721,0.4303,0.3772,-0.4614,-0.4485,-0.3685,imbalanced,imbalanced
504.064,-0.1086,-0.1078,-0.0654,1.0935,0.3495,0.3613,-0.1328,-0.1191,-0.2261,imbalanced,imbalanced
506.064,0.0168,0.0176,-0.018,0.9922,0.2466,0.2958,-0.0957,-0.0815,-0.1435,imbalanced,imbalanced
508.065,0.0391,0.0395,0.0148,0.9236,0.1768,0.2279,0.1506,0.1638,0.032,imbalanced,imbalanced
510.064,-0.022,-0.0214,-0.0058,0.937,0.189,0.2057,0.2917,0.303,0.1867,imbalanced,imbalanced
512.064,0.0452,0.0455,0.0235,0.9214,0.1723,0.1866,0.3157,0.3248,0.2656,imbalanced,imbalanced
514.065,-0.0205,-0.0201,-0.0014,0.9229,0.1727,0.1786,0.3345,0.3414,0.3089,imbalanced,imbalanced
516.065,0.0544,0.0545,0.0305,0.9419,0.1905,0.1854,0.283,0.288,0.297,imbalanced,imbalanced
518.064,0.0093,0.0093,0.0184,0.9282,0.1757,0.1798,0.2173,0.2209,0.2536,imbalanced,imbalanced
520.065,0.0649,0.0645,0.0448,0.9502,0.1964,0.1893,0.2629,0.2649,0.26,imbalanced,imbalanced
522.065,0.0408,0.0401,0.0421,0.9524,0.1973,0.1939,0.1348,0.1358,0.1891,imbalanced,imbalanced
524.065,-0.0764,-0.0766,-0.0257,1.0205,0.2637,0.2337,0.2434,0.2429,0.2198,imbalanced,imbalanced
526.065,0.1091,0.1083,0.0508,1.0107,0.2523,0.2444,-0.0813,-0.0813,0.0479,imbalanced,imbalanced
528.064,-0.0637,-0.0642,-0.0148,1.0361,0.2759,0.2624,-0.0574,-0.057,-0.012,imbalanced,imbalanced
530.065,0.0334,0.0328,0.0124,1.0642,0.3021,0.285,-0.1394,-0.1381,-0.084,imbalanced,imbalanced
