timestamp_ms,Raw_X,HPF_X,accX,Raw_Y,HPF_Y,accY,Raw_Z,HPF_Z,accZ,Label,label
246.048,0.0103,0.0088,0.002,1.0593,0.6576,0.6264,-0.0771,-0.0732,-0.0494,healthy,obstruction
248.048,0.0208,0.0192,0.0118,0.9854,0.5799,0.5998,-0.0022,0.0018,-0.0202,healthy,obstruction
250.048,0.0339,0.0321,0.0234,1.0305,0.621,0.6119,-0.05,-0.0458,-0.0348,healthy,obstruction
252.048,-0.0383,-0.0399,-0.0127,0.96,0.5469,0.5748,-0.0574,-0.0528,-0.0451,healthy,obstruction
254.048,0.0544,0.0526,0.0246,1.0481,0.631,0.6069,-0.0911,-0.0859,-0.0684,healthy,obstruction
256.048,-0.064,-0.0654,-0.0268,0.9441,0.5236,0.5594,0.0107,0.0158,-0.0203,healthy,obstruction
258.048,0.064,0.0621,0.024,1.0208,0.5965,0.5805,0.051,0.0557,0.0231,healthy,obstruction
260.048,-0.0073,-0.0091,0.0051,0.8877,0.4604,0.512,-0.0823,-0.0771,-0.0341,healthy,obstruction
262.048,0.0164,0.0145,0.0104,1.0789,0.6474,0.5893,0.1177,0.1221,0.0551,healthy,obstruction
264.048,-0.01,-0.0118,-0.0023,0.938,0.5033,0.5402,-0.0056,-0.0012,0.0229,healthy,obstruction
266.048,0.0027,0.0009,-0.0005,1.0159,0.5775,0.5615,0.0833,0.0871,0.0596,healthy,obstruction
268.048,-0.0063,-0.0081,-0.0048,0.9446,0.503,0.5281,-0.0894,-0.085,-0.023,healthy,obstruction
270.048,-0.0039,-0.0056,-0.0053,1.0771,0.6315,0.5871,-0.0056,-0.0012,-0.0105,healthy,obstruction
272.048,0.0107,0.0089,0.0028,0.9836,0.5345,0.5571,-0.0076,-0.0031,-0.0063,healthy,obstruction
274.049,0.0466,0.0445,0.0267,1.0371,0.5842,0.5726,-0.0801,-0.0752,-0.0456,healthy,obstruction
276.048,-0.0491,-0.0508,-0.0176,1.0254,0.5688,0.5704,0.0105,0.0153,-0.0108,healthy,obstruction
278.048,0.0435,0.0414,0.0161,1.0779,0.6173,0.5972,-0.0742,-0.069,-0.044,healthy,obstruction
280.048,-0.0623,-0.0639,-0.0296,0.9985,0.5345,0.5614,0.0051,0.0103,-0.013,healthy,obstruction
282.048,0.0916,0.0894,0.0383,1.0381,0.5704,0.5666,-0.0991,-0.0933,-0.0589,healthy,obstruction
284.048,-0.0488,-0.0507,-0.0125,0.991,0.52,0.54,-0.0134,-0.0076,-0.0296,healthy,obstruction
286.048,-0.019,-0.0208,-0.0172,1.0793,0.6044,0.5768,0.0413,0.0468,0.014,healthy,obstruction
288.048,0.0271,0.0252,0.007,0.9844,0.5062,0.5365,-0.0376,-0.0319,-0.0122,healthy,obstruction
290.048,0.0532,0.051,0.0321,1.0303,0.5486,0.5434,0.0557,0.061,0.0296,healthy,obstruction
292.048,-0.0649,-0.0667,-0.0243,0.9907,0.5058,0.5219,0.0649,0.0698,0.0526,healthy,obstruction
294.048,-0.0105,-0.0122,-0.0174,1.0149,0.5265,0.5246,0.03,0.0347,0.0424,healthy,obstruction
296.048,-0.0176,-0.0192,-0.0184,1.0005,0.5089,0.5156,-0.0029,0.0017,0.0192,healthy,obstruction
298.048,0.1013,0.0991,0.0487,1.0352,0.5401,0.5296,-0.0781,-0.073,-0.0335,healthy,obstruction
300.048,-0.0845,-0.0861,-0.0283,1.0161,0.5177,0.5228,0.0088,0.0138,-0.0065,healthy,obstruction
302.048,0.0559,0.0539,0.0186,1.0444,0.5425,0.534,-0.0586,-0.0532,-0.0332,healthy,obstruction
304.048,-0.0408,-0.0425,-0.0163,1.012,0.5068,0.5185,-0.0227,-0.0172,-0.0241,healthy,obstruction
306.048,0.0437,0.0417,0.0168,1.0547,0.546,0.5342,-0.0647,-0.0588,-0.0439,healthy,obstruction
308.048,-0.0186,-0.0204,-0.0045,0.9502,0.4387,0.4796,-0.0327,-0.0267,-0.0341,healthy,obstruction
310.048,-0.0237,-0.0254,-0.0164,1.022,0.5072,0.4954,-0.0029,0.0031,-0.0128,healthy,obstruction
312.048,0.0366,0.0347,0.0128,1.0107,0.4928,0.4939,-0.0203,-0.0141,-0.0136,healthy,obstruction
314.048,0.0623,0.0599,0.0397,0.9893,0.4683,0.4793,0.0061,0.0121,0.0011,healthy,obstruction
316.048,-0.0491,-0.0511,-0.0121,0.9341,0.4104,0.44,-0.0037,0.0024,0.0018,healthy,obstruction
318.048,-0.0012,-0.0032,-0.007,0.9983,0.4716,0.458,0.082,0.0875,0.0507,healthy,obstruction
320.048,-0.0198,-0.0216,-0.0154,0.9995,0.4698,0.4648,0.022,0.0273,0.0373,healthy,obstruction
322.048,0.072,0.0697,0.0332,0.9797,0.4472,0.4547,-0.0266,-0.0212,0.0039,healthy,obstruction
324.048,-0.0718,-0.0736,-0.0278,0.936,0.4009,0.424,0.0063,0.0117,0.0084,healthy,obstruction
326.048,0.0322,0.0302,0.0053,1.0396,0.5012,0.468,-0.0405,-0.035,-0.0164,healthy,obstruction
328.048,0.002,-0.0001,0.0023,1.0415,0.4999,0.4862,0.0315,0.0368,0.014,healthy,obstruction
330.048,0.0454,0.0431,0.0256,0.968,0.4237,0.4505,-0.1504,-0.1441,-0.0763,healthy,obstruction
332.048,-0.0649,-0.0668,-0.0272,0.9868,0.4396,0.4443,0.0073,0.0135,-0.025,healthy,obstruction
334.048,-0.0024,-0.0043,-0.0141,1.0864,0.5358,0.4965,-0.0015,0.0047,-0.0081,healthy,obstruction
336.048,0.0491,0.0469,0.0208,1.0356,0.4819,0.4882,-0.0125,-0.0063,-0.007,healthy,obstruction
338.048,0.0376,0.0352,0.029,0.937,0.3808,0.4269,-0.1172,-0.1103,-0.066,healthy,obstruction
340.048,-0.0671,-0.069,-0.027,1.0393,0.48,0.4572,0.0295,0.0362,-0.0076,healthy,obstruction
342.048,0.0271,0.025,0.0027,1.0515,0.4891,0.4754,0.0708,0.077,0.0407,healthy,obstruction
344.048,0.0054,0.0033,0.003,1.0181,0.4527,0.4625,-0.0039,0.0022,0.0187,healthy,obstruction
346.048,0.0305,0.0282,0.0174,0.9182,0.3506,0.3986,-0.0327,-0.0264,-0.007,healthy,obstruction
348.048,-0.0681,-0.0699,-0.0325,1.0469,0.4762,0.4429,0.0605,0.0664,0.0349,healthy,obstruction
350.048,0.0457,0.0436,0.0109,1.0547,0.4809,0.4646,0.0598,0.0653,0.0523,healthy,obstruction
352.048,0.0024,0.0003,0.0049,1.0234,0.4468,0.4544,0.0305,0.0358,0.0428,healthy,obstruction
354.048,-0.0071,-0.0091,-0.0031,0.9622,0.383,0.4137,-0.1101,-0.1042,-0.0411,healthy,obstruction
356.048,-0.0037,-0.0057,-0.0046,1.0627,0.4805,0.4519,0.0139,0.0197,-0.0064,healthy,obstruction
358.048,-0.0005,-0.0025,-0.0034,1.009,0.4241,0.436,-0.0042,0.0016,-0.0018,healthy,obstruction
360.048,0.0483,0.046,0.0248,1.0593,0.4714,0.4562,-0.0085,-0.0028,-0.0023,healthy,obstruction
362.048,-0.0483,-0.0503,-0.0181,0.9614,0.3711,0.4076,-0.0789,-0.0726,-0.0425,healthy,obstruction
364.048,0.0557,0.0534,0.0227,1.1008,0.5072,0.4645,-0.0881,-0.0813,-0.0647,healthy,obstruction
366.048,-0.0566,-0.0586,-0.0237,0.9548,0.3589,0.4042,-0.0012,0.0055,-0.0246,healthy,obstruction
368.048,0.0403,0.0381,0.0116,1.0449,0.4461,0.4281,0.0928,0.0989,0.0459,healthy,obstruction
370.048,-0.0166,-0.0187,-0.0057,0.8831,0.2824,0.3449,-0.0991,-0.0924,-0.0331,healthy,obstruction
372.048,0.019,0.0169,0.0072,1.094,0.4902,0.4279,0.104,0.11,0.0486,healthy,obstruction
374.048,0.0298,0.0274,0.0188,0.9253,0.3194,0.366,-0.0193,-0.0132,0.0133,healthy,obstruction
376.048,0.0085,0.0062,0.0116,1.0144,0.4059,0.3888,0.0986,0.104,0.0651,healthy,obstruction
378.048,-0.02,-0.0223,-0.0077,0.9448,0.3342,0.3576,-0.0945,-0.0885,-0.0226,healthy,obstruction
380.048,-0.0044,-0.0066,-0.0071,1.0605,0.4471,0.4087,0.0122,0.0181,0.0006,healthy,obstruction
382.048,-0.0073,-0.0095,-0.0084,0.9543,0.3387,0.3687,-0.0078,-0.0019,-0.0008,healthy,obstruction
384.048,0.0532,0.0508,0.0254,1.0159,0.3976,0.3852,-0.0642,-0.058,-0.0335,healthy,obstruction
386.048,-0.0403,-0.0425,-0.0134,0.9888,0.3682,0.3755,-0.0242,-0.0178,-0.0245,healthy,obstruction
388.048,0.0454,0.0429,0.0188,1.0691,0.4456,0.4155,-0.052,-0.0453,-0.0364,healthy,obstruction
390.048,-0.0601,-0.0621,-0.0274,0.9543,0.3287,0.366,-0.0203,-0.0135,-0.0233,healthy,obstruction
392.048,0.0808,0.0782,0.0329,1.0178,0.3897,0.3795,-0.0925,-0.0852,-0.0587,healthy,obstruction
394.048,-0.0286,-0.0309,-0.0035,0.978,0.3477,0.3613,-0.0176,-0.0102,-0.031,healthy,obstruction
396.048,-0.0281,-0.0303,-0.0188,1.0518,0.4187,0.3941,0.0381,0.0452,0.0125,healthy,obstruction
398.048,-0.0044,-0.0065,-0.0118,0.9507,0.3156,0.3493,-0.0247,-0.0175,-0.0046,healthy,obstruction
400.048,0.0542,0.0517,0.0245,1.0237,0.3861,0.3703,0.0566,0.0634,0.0342,healthy,obstruction
402.048,-0.0261,-0.0284,-0.0057,0.9697,0.33,0.3473,0.0435,0.0499,0.0432,healthy,obstruction
404.048,-0.0342,-0.0362,-0.0231,1.0156,0.3735,0.3623,0.0498,0.0559,0.0504,healthy,obstruction
406.048,-0.0154,-0.0173,-0.0198,1.0205,0.376,0.3701,-0.0271,-0.0209,0.0097,healthy,obstruction
408.048,0.1106,0.108,0.0531,1.0308,0.3838,0.3779,-0.0801,-0.0734,-0.0377,healthy,obstruction
410.048,-0.085,-0.087,-0.0269,1.0054,0.3561,0.3654,0.0369,0.0433,0.0085,healthy,obstruction
412.048,0.0276,0.0253,0.0029,1.0571,0.4052,0.3882,-0.0435,-0.0368,-0.0174,healthy,obstruction
414.048,-0.0239,-0.026,-0.0136,1.0349,0.3806,0.3838,-0.0288,-0.022,-0.02,healthy,obstruction
416.048,0.0737,0.0712,0.0348,1.0706,0.4135,0.4008,-0.0894,-0.082,-0.0554,healthy,obstruction
418.048,-0.0505,-0.0527,-0.0152,0.9802,0.3211,0.3553,-0.0239,-0.0165,-0.0332,healthy,obstruction
420.048,-0.0146,-0.0167,-0.0161,1.0435,0.3819,0.3705,-0.0024,0.005,-0.0114,healthy,obstruction
422.048,0.061,0.0586,0.0266,1.042,0.378,0.3748,-0.0344,-0.0268,-0.0202,healthy,obstruction
424.048,0.032,0.0293,0.0281,1.0042,0.338,0.3538,0.0022,0.0097,-0.0031,healthy,obstruction
426.048,-0.0659,-0.0681,-0.0268,0.9575,0.2895,0.3171,0.0073,0.0147,0.0071,healthy,obstruction
428.048,0.0127,0.0104,-0.0056,1.0266,0.3563,0.3395,0.0813,0.0882,0.0534,healthy,obstruction
430.048,0.0166,0.0142,0.0057,1.0317,0.3591,0.3507,0.0405,0.0471,0.0498,healthy,obstruction
432.048,0.0552,0.0525,0.0324,0.98,0.3054,0.3248,-0.0237,-0.017,0.0116,healthy,obstruction
434.048,-0.0823,-0.0844,-0.0343,0.9622,0.2857,0.3025,0.0134,0.02,0.0164,healthy,obstruction
436.048,0.0417,0.0393,0.0077,1.0261,0.3475,0.3282,-0.0249,-0.0183,-0.0034,healthy,obstruction
438.048,-0.0103,-0.0126,-0.0039,1.0479,0.3668,0.3502,0.063,0.0692,0.0381,healthy,obstruction
440.048,0.0366,0.0341,0.0178,0.9441,0.2614,0.2995,-0.1736,-0.1663,-0.0786,healthy,obstruction
442.048,-0.0515,-0.0537,-0.023,1.0107,0.3259,0.3146,-0.0088,-0.0015,-0.0346,healthy,obstruction
444.048,0.0134,0.0111,-0.0035,1.0679,0.3806,0.3523,-0.0002,0.007,-0.0108,healthy,obstruction
446.048,0.0286,0.0261,0.0134,1.0071,0.3178,0.3326,0.0203,0.0273,0.0109,healthy,obstruction
448.048,0.0508,0.048,0.0332,0.9031,0.2124,0.264,-0.1633,-0.1553,-0.084,healthy,obstruction
450.048,-0.0432,-0.0457,-0.0119,1.0459,0.3529,0.3148,0.0122,0.0201,-0.0245,healthy,obstruction
452.048,0.0217,0.0191,0.0058,1.0295,0.3344,0.326,0.0908,0.0981,0.0455,healthy,obstruction
454.048,0.0002,-0.0023,0.0012,0.9929,0.2959,0.3088,0.0398,0.0468,0.0462,healthy,obstruction
456.048,0.0103,0.0076,0.0049,0.8713,0.1732,0.2314,-0.0977,-0.0901,-0.0316,healthy,obstruction
458.048,-0.0442,-0.0465,-0.0245,1.0767,0.3761,0.314,0.0911,0.098,0.0424,healthy,obstruction
460.048,0.0549,0.0523,0.0194,0.999,0.2966,0.3041,0.0378,0.0445,0.0436,healthy,obstruction
462.048,-0.0298,-0.0322,-0.0101,1.0022,0.2978,0.3005,0.085,0.091,0.0707,healthy,obstruction
464.048,0.0166,0.0141,0.0037,0.9497,0.2438,0.2681,-0.1272,-0.1203,-0.0384,healthy,obstruction
466.048,-0.0061,-0.0086,-0.0033,1.0647,0.3565,0.3185,-0.0002,0.0066,-0.0127,healthy,obstruction
468.048,-0.0044,-0.0068,-0.0053,1.0542,0.3437,0.3329,-0.062,-0.0549,-0.0368,healthy,obstruction
470.048,0.0122,0.0097,0.0033,1.0427,0.3301,0.3313,0.0352,0.042,0.0082,healthy,obstruction
472.048,0.0144,0.0118,0.0081,0.9565,0.2424,0.2806,-0.1538,-0.146,-0.0798,healthy,obstruction
474.048,0.0125,0.0098,0.0091,1.0881,0.3716,0.3325,-0.0295,-0.0216,-0.0466,healthy,obstruction
476.048,-0.0115,-0.014,-0.0041,1.02,0.3015,0.3148,0.0425,0.0501,0.0086,healthy,obstruction
478.048,-0.0144,-0.0168,-0.0114,1.0476,0.327,0.3218,0.0786,0.0857,0.0526,healthy,obstruction
480.048,0.0681,0.0653,0.0324,0.9041,0.1823,0.2421,-0.0796,-0.072,-0.0185,healthy,obstruction
482.048,-0.011,-0.0138,0.006,1.0994,0.3752,0.3181,-0.0051,0.0024,-0.0066,healthy,obstruction
484.048,-0.019,-0.0217,-0.0098,1.0015,0.2755,0.2938,0.0315,0.0388,0.0193,healthy,obstruction
486.048,-0.0071,-0.0097,-0.0097,1.0115,0.2837,0.288,0.1287,0.1351,0.0854,healthy,obstruction
488.048,0.0171,0.0144,0.0041,0.9272,0.1982,0.2367,-0.1201,-0.113,-0.0279,healthy,obstruction
490.048,-0.0034,-0.006,-0.0017,1.0984,0.367,0.3111,0.071,0.0777,0.0324,healthy,obstruction
492.048,-0.0076,-0.0101,-0.0065,1.0078,0.2746,0.2903,-0.0464,-0.0395,-0.0086,healthy,obstruction
494.049,0.0217,0.019,0.0081,1.0374,0.3022,0.2971,0.0891,0.0954,0.0508,healthy,obstruction
496.048,0.0222,0.0194,0.0145,0.9575,0.221,0.2536,-0.1792,-0.1718,-0.0763,healthy,obstruction
498.048,-0.0061,-0.0089,0.0012,1.0994,0.3605,0.3146,-0.0457,-0.038,-0.0544,healthy,obstruction
500.048,-0.0505,-0.0529,-0.0297,0.9854,0.2449,0.2748,-0.0322,-0.0244,-0.0373,healthy,obstruction
502.048,0.0508,0.0481,0.0147,1.0422,0.2998,0.2891,0.0532,0.0606,0.0186,healthy,obstruction
504.048,0.0198,0.0169,0.016,0.9177,0.1742,0.2235,-0.0774,-0.0695,-0.0317,healthy,obstruction
506.048,-0.0393,-0.0419,-0.0171,1.0652,0.3196,0.2784,-0.0227,-0.0148,-0.022,healthy,obstruction
508.048,0.0173,0.0147,0.0011,0.9548,0.2079,0.2381,0.0334,0.0411,0.014,healthy,obstruction
510.048,0.0391,0.0362,0.0211,1.0066,0.258,0.2495,0.0574,0.0646,0.0429,healthy,obstruction
512.048,-0.0146,-0.0174,-0.0009,0.9302,0.1804,0.2101,-0.043,-0.0355,-0.0018,healthy,obstruction
514.048,-0.0664,-0.0687,-0.0396,1.0422,0.2906,0.2561,0.1418,0.1484,0.0839,healthy,obstruction
516.048,0.0542,0.0515,0.0124,0.915,0.1624,0.2026,-0.1008,-0.0937,-0.0175,healthy,obstruction
518.048,0.0259,0.0231,0.0185,1.093,0.3382,0.28,0.1975,0.2033,0.1086,healthy,obstruction
520.048,-0.0586,-0.061,-0.0269,0.8896,0.134,0.1966,-0.1277,-0.1211,-0.0225,healthy,obstruction
522.048,0.0303,0.0277,0.0043,1.1106,0.3526,0.2857,-0.0852,-0.0781,-0.0543,healthy,obstruction
524.048,0.0227,0.02,0.0132,0.9834,0.224,0.2505,-0.1172,-0.1094,-0.0857,healthy,obstruction
526.048,0.0276,0.0247,0.0198,1.1218,0.3601,0.3131,0.051,0.0585,-0.0034,healthy,obstruction
528.048,-0.0388,-0.0414,-0.0152,0.8909,0.1283,0.2076,-0.1111,-0.103,-0.0603,healthy,obstruction
530.048,-0.019,-0.0215,-0.0188,1.0947,0.33,0.2775,-0.01,-0.0019,-0.0269,healthy,obstruction
532.048,0.0771,0.0742,0.0343,0.9436,0.1778,0.2206,-0.0483,-0.04,-0.0344,healthy,obstruction
534.048,-0.0081,-0.0109,0.0085,1.0461,0.2785,0.2537,0.0442,0.0522,0.0151,healthy,obstruction
536.048,-0.0491,-0.0516,-0.0258,0.9661,0.1972,0.2214,0.0168,0.0247,0.0206,healthy,obstruction
538.048,0.052,0.0491,0.017,1.0564,0.2857,0.2581,0.0723,0.0796,0.0543,healthy,obstruction
540.048,-0.0056,-0.0084,0.0025,0.9565,0.1846,0.2161,-0.0535,-0.0458,-0.0029,healthy,obstruction
542.048,0.0151,0.0122,0.008,1.0525,0.2788,0.2519,0.0825,0.0896,0.0499,healthy,obstruction
544.048,-0.0359,-0.0385,-0.0186,0.9722,0.1972,0.2207,-0.092,-0.0844,-0.0268,healthy,obstruction
546.048,0.0461,0.0432,0.0167,1.0911,0.3141,0.274,0.0823,0.0893,0.0395,healthy,obstruction
548.048,-0.0161,-0.0189,-0.0036,0.9556,0.1774,0.2188,-0.0688,-0.0614,-0.0181,healthy,obstruction
550.048,-0.022,-0.0246,-0.0156,1.0874,0.3073,0.2693,-0.0322,-0.0246,-0.0218,healthy,obstruction
